5542 242;
00011011111110000000010000000000000000000000000001111111110011111111010101001111111111111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;111659
11111011111110000000011111111101000111111111111110000000001111111111010111111000011111111010111111111101111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;117996
11111011111111011111010000000000000000000000000000000000001111111111110101001000011111111010111111111101111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;113671
11111011111111011010110000000000000000000000000000000000001111111111110101001000011111111010111111111101111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;113508
11111011111111011010110000000000000000000000000000000000001111111111110111001000011111111010111111111111111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;111172
11111011111111011010110000000000000000000000000000000000001111111111110101001000011111111010111111111111111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;113501
11111011111111011011011110011101111011111111111110000000001111111111110101111000011111111010111111111101111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;118392
11111011110000000000000000000000000000000000000000000000001111111111010110000000000011111010111110000000000000000000000000000111010010000000001110000000111111100101100000111110000000000000011111111100000111111111111011111111100110010000111000;135804
11111011111110000000010000000000000000000000000000000000001111111111010110000000000011111010111111111101111011011111000000000111010010000000001110000000111111100101100000111110000000000000011111111110011111111111111011111111100110011100011000;138855
11111011111110000000010000000000000000000000000000000000001111111111010110000000000011111010111111111101111011011111000000000111010010000000001110000000111111100101100000111110000000000000011111111110011111111111111011111111100110011100011000;126315
00011111111110000000010000000000000000000000000000000000000011111111010110000000000011111010111111111101111011101111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100110011111000000;125856
11111011111110000000010000000000000000000000000000000000001111111111010110000000000011111010111111111101111011011111000000000111010010000000001110000000111111100101100000111110000000000000011111111110011111111111111011111111100110011100011000;125411
11111011111110000000010000000000000000000000000000000000001111111111010110000000000011111010111111111101111011011111000000000111010010000000001110000000111111100101100000111110000000000000011111111110011111111111111011111111100110011100011000;115171
11111011111110000000010000000000000000000000000000000000001111111111010110000000000011111010111111111101111011011111000000000111010010000000001110000000111111100101100000111110000000000000011111111110011111111111111011111111100110011100011000;166811
11111011111110000000010000000000000000000000000000000000001111111111010110000000000011111010111111111111111011011111000000000111010010000000001110000000111111100101100000111110000000000000011111111111011111111111111011111111100110011100011000;173384
11111011111110000000010000000000000000000000000000000000001111111111010101001000011111111010111111111110011011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;115329
11111011111110000000010000000000000000000000000000000000001111111111010101001000011111111010111110000000000000000000000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110010000111000;117517
11111011111111011100010000000000000000000000000000000000001111111111010101001000011111111010111111111111111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;117739
11111011111110000000011110011101111011111111111111111111110011111111010101111110111111111010111111111110011011011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110011100011000;110450
11111011111110000000011110011101111011111110111111111111111111111111010111111110111111111010111111111110011011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;115581
11111011111110000000011110011101111011111110111111111111111111111111010101111110111111111010111111111110011011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;117560
11111011111110000000011110011101111011111110111111111111110011111111010101111110111111111010111111111110011011011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110011100011000;110246
11111011111111011100011110011101111011111110111111111111110011111111010101111110111111111010111111111111111011011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110011100011000;110352
11111011111110000000011110011101111011111110111111111111110011111111010101111110111111111010111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110010000111000;110130
11111011111110000000011110011101111011111110111111111111110011111111010101111110111111111010111111111110011011011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110011100011000;110450
11111011111110000000011111111101000111111111111110000000001111111111010111111000011111111010111111111101111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;119734
11111011111110000000011111111101000111111111111110000000001111111111010101111000011111111010111111111101111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;121996
11111011111110000000011111111101000111111111111110000000000011111111010101111000011111111010111111111101111011011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110011100011000;110397
11111011111110000000011111111101000111111111111110000000001111111111010111111000011111111010111111111101111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;119929
11111011111110000000011111111101000111111111111110000000001111111111010111111000011111111010111111111101111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;119933
11111011111111011111010000000000000000000000000000000000001111111111110101001000011111111010111111111101111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;115594
11111011111111011010111110011101111111111111111110000000001111111111110101111000011111111010111111111111111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;118000
11111011111110000000011110011101111111111111111110000000001111111111110101111000011111111010111110000000000000000000000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110010000111000;117700
11111011111111011010110000000000000000000000000000000000000011111111110101001000011111111010111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110010000111000;108339
11111011111111011010110000000000000000000000000000000000001111111111110101001000011111111010111111111111111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;115449
11111011111111011010110000000000000000000000000000000000001111111111110101001000011111111010111111111101111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;115452
11111011111111011010110000000000000000000000000000000000000011111111110101001000011111111010111111111101111011011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110011100011000;108646
11111011111111011011011110011101111111111111111111111111111111111111110101111110111111111010111111111101111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;122298
11111011111111011011011110011101111111111111111111111111111111111111110101111110111111111010111111111101111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;123337
11111011111110000000010000000000000000000000000000000000000011111111110101001000011111111010111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110010000111000;108297
11111011111111011010110000000000000000000000000000000000001111111111110101001000011111111010111111111111111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;115428
11111011111111011010110000000000000000000000000000000000000011111111110101001000011111111010111111111111111011011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110011100011000;108622
11111011111111011010110000000000000000000000000000000000001111111111110101001000011111111010111111111111111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;115449
00011011111111011010111110011101111011111001111111111111110011111111110101111110111111111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;113239
00011011111111011010111110011101111011111001111111111111110011111111110101111110111111111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;113181
00011011111111011010111110011101111011111001111111111111110011111111110101111110111111111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;113181
00011011111111011010111110011101111011111001111111111111110011111111110101111110111111111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;113181
00011011111111011010111110011101111011111001111111111111110011111111110101111110111111111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;113181
11111011111111011011011110011101111011111111111110000000001111111111110101111000011111111010111111111101111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;120335
11111011111111011011011110011101111011111111111110000000000011111111110101111000011111111010111111111101111011011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110011100011000;111980
11111011111111011010111110011101111111111110111110000000001111111111110101111000011111111010111111111111111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;118527
11111011111111011010111110011101111011111110111110000000001111111111010101111000011111111010111110000000000000000000000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110010000111000;116770
11111011111111011110111110011101111011111110111110000000001111111111010101111000011111111010111111111101111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;117016
11111011111111011110111110011101111011111110111110000000001111111111010101111000011111111010111111111101111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;116753
11111011111111011110111110011101111011111110111110000000000011111111010101111000011111111010111111111101111011011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110011100011000;110210
11111011111110000000011110011101111011111111111110000000000011111111010101111000011111111010111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110010000111000;110583
11111011111111011100011110011101111011111111111110000000000011111111010101111000011111111010111111111111111011011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110011100011000;110805
11111011111111011010111110011101111011111111111110000000001111111111010101111000011111111010111111111111111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;117693
11111011111111011010111110011101111011111111111110000000001111111111010101111000011111111010111111111111111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;117430
11111011111111011010111110011101111011111111111110000000000011111111010101111000011111111010111111111111111011011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110011100011000;110887
11111011111110000000011110011101111011111111111111111111110011111111010111111110111111111010111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110010000111000;111269
11111011111111011010111110011101111011111111111110000000000011111111010101111000011111111010111111111111111011011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110011100011000;111057
11111011111111011010111110011101111011111111111110000000000011111111010101111000011111111010111111111111111011011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110011100011000;111082
11111011111110000000011110011101111011111111111110000000001111111111010101111000011111111010111110000000000000000000000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110010000111000;117088
11111011111111011010111110011101111011111111111110000000001111111111010101111000011111111010111111111111111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;117392
11111011111111011010111110011101111011111111111110000000000011111111010101111000011111111010111111111111111011011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100110011100011000;110586
11111011111110000000011110011101111011111110111110000000001111111111010101111000011111111010111111111101111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;116754
00011011111110000000011110011101111011111001111110000000000011111111010101111000011111111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;112778
00011011111110000000011110011101111011111001111110000000000011111111010101111000011111111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;112709
00011011111110000000011110011101111011111001111110000000000011111111010101111000011111111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;112709
00011011111110000000011110011101111011111001111110000000000011111111010101111000011111111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;112715
00011011111110000000011110011101111011111001111110000000000011111111010101111000011111111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;112715
00011011111110000000011110011101111011111001111110000000000011111111010101111000011111111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;112715
00011011111110000000011110011101111011111001111110000000000011111111010101111000011111111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;112715
11111011111111011100011110011101111011111110111110000000001111111111110101111000011111111010111111111101111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;116655
00011011111110000000010000000000000000000000000000000000000011111111010101001000011111111010111111111000001011011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100110011111000000;111276
00011011111110000000011110011110000011111110111111111111110011111111010101111110111111111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;111911
00011011111110000000011110011110000011111110111111111111110011111111010101111110111111111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;111911
00011011111110000000011110011110000011111110111111111111110011111111010101111110111111111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;111911
11111011111111011010111110011101111011111110111110000000001111111111010101111000011111111010111111111111111011011111000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110011100011000;117053
11111011111110000000011110011101111011111110111110000000001111111111010101111000011111111010111110000000000000000000000000000111010011010000000000000000100110000000000000011110000000000000011110100000000011111100111011111111100110010000111000;116749
11111011111110000000010000000000000000000000000000000000001111111111011101001000011111111010111111111101111011011111000000000111010011111110000000000000111111100111100000111110000000000000011111111110011111111111111111111111100110011100011000;113185
11111011111110000000010000000000000000000000000001111111111111111111011101001110111111111010111111111111111011011111000000000111010011111110000000000000111111100111100110111111111111111101111111111111111111111111111111111111100110011100011000;113319
11111011111111011100010000000000000000000000000001111111111111111111011111001110111111111010111111111101111011011111000000000111010011111110000000000000111111100111100110111111111111111011111111100000000011111100111011111111100110011100011000;113401
00011011110000000000000000000000000000000000000000000000110011111111011101001111000011111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;111262
00011011110000000000000000000000000000000000000000000000110011111111011101001111000011111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;111262
00011011110000000000000000000000000000000000000000000000110011111111011101001111000011111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;111260
00011011110000000000000000000000000000000000000000000000110011111111011101001111000011111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;111260
00011011110000000000000000000000000000000000000000000000110011111111011101001111000011111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;111243
00011011110000000000000000000000000000000000000000000000110011111111011101001111000011111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;111254
00011011110000000000000000000000000000000000000000000000110011111111011101001111000011111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;111262
00011011110000000000000000000000000000000000000000000000110011111111011101001111000011111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;111262
00011011110000000000000000000000000000000000000000000000110011111111011101001111000011111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;111262
00011011110000000000000000000000000000000000000000000000110011111111011101001111000011111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;111262
00011011110000000000000000000000000000000000000000000000110011111111011101001111000011111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;111260
00011011110000000000000000000000000000000000000000000000110011111111011101001111000011111100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100111100000000000;111262
