2710 128;
11111111111110111111111101111111111111110110000011111011111111011111111111111111111111111111110011111111111111111111111101111111;236423
11111111111110111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;551673
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;376134
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111101111111;267943
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111101111111;387465
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;312915
11111111111110111111111111111111111111110111110011111111011100111111111111111111111001111111111111111111111111111111111101111111;270339
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;383008
11111111111110111111111111111111111111110111110011100111000000011111111111111111111001111111001111111111111111111111111101111111;254421
11111111111110111111001111111111111111110111111100000011000000011111111000001111111001111100001100111110001111111111111101111111;223843
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;306586
11111111111110111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;300395
11111111111110111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;565180
11111111111110111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;370257
11111111111110111111111111111111111111110111100011100111011111111111111111111111111001111111111111111111111111111111111101111111;298699
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;302757
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;318263
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111111111111;369296
11111111111110111111001111111111111111110111111100000011000000011111111000001111111001111100001100111110001111111111111101111111;223516
11111111111110111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;417279
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111101111111;233527
11111111111110111111111101111111111111110110000011100111011111011111111111111111111001111111110011111111101111111111111101111111;246517
11111111111110111111111101111111111111110110000000000011011111011111111111111111111111111111110000111111111111111111111101111111;231560
11111111111110111111111111111111111111110111100011111011111111111111111111111111111111111111111111111111111111111111111101111111;277319
11111111111110111111110011111111111111110111111111111100011111111111111111111111111001111111111111001111111111111111111111111111;255759
11111111111110111111111111111111111111110111111111111011111111011111111111111111111111111111111111110001111111111111111101111111;214241
11111111111110111111111111111111111111110111100011111011111111111111111111111111111111111111111111111111111111111111111101111111;290264
11111111111110111111111101111111111111110110000011100111011111111111111111111111111001111111110011111111111111111111111101111111;227204
11111111111110111111111111111111111111110111110011100111011100111111111111111111111111111111111111111111111111111111111101111111;276310
11111111111110111111110001111111111111110110000000000000000000011111111000001111111001111111000000001110011111111111111101111110;205808
11111111111110111111111111111111111111110111110011111011111111111111111111111111111111111111111111111111111111111111111101111111;313602
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;464039
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;263648
11111111111110111111111111111111111111110111110011100111011111111111111111111111111111111111111111111111111111111111111101111111;298690
11111111111110111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;490600
11111111111110111111111111111111111111110111100011100111011111111111111111111111111001111111111111111111111111111111111101111111;296465
11111111111110111111111111111111111111110111111111111111011111111111111111111111111001111111111111111111111111111111111111111111;270141
11111111111110111111111101111111111111110110000011111011111111011111111111111111111001111111110011111111111111111111111101111111;245950
11111111111110111111111111111111111111110111110011111111011100111111111111111111111001111111111111111111111111111111111101111111;276922
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111101111111;328644
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;326645
11111111111110111111111111111111111111110111100011100111011111111111111111111111111001111111111111111111111111111111111101111111;307099
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;395001
11111111111110111111111111111111111111110111111111111111111111111111111111111111111001111111111111111111111111111111111111111111;503018
11111111111110111111111111111111111111110111110011111111111100111111111111111111111001111111111111111111111111111111111101111111;369089
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111111111111;306438
11111111111110111111110011111111111111110111110011111100000000011111111111111111111001111111001111000001111111111111111101111111;214580
11111111111110111111111111111111111111110111110011111111111111011111111111111111111111111111111111111111111111111111111101111111;271754
11111111111110111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;561080
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;487878
11111111111110111111111111111111111111110111111111111111111100111111111111111111111111111111111111111111111111111111111101111111;295000
11111111111110111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;485038
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111111111111;565099
11111111111110111111111101111111111111110110000000000011011111011111111111111111111111111111110000111111111111111111111101111111;242016
11111111111110111111111111111111111111110111111111111011111111000000000000001111111001111111111111110000011111111111111111111110;210688
11111111111110111111111111111111111111110111110011111111111111011111111111111111111001111111111111111111111111111111111101111111;227935
11111111111110111111111111111111111111110111100011111111111111011111111111111111111001111111111111111111111111111111111111111111;272690
11111111111110111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;663785
11111111111110111111111111111111111111110111110011111111111100111111111111111111111001111111111111111111111111111111111101111111;288540
11111111111110111111111111111111111111110111111111111111111111111111111111111111111001111111111111111111111111111111111111111111;507634
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111101111111;344391
11111111111110111111111111111111111111110111110011111111111100111111111111111111111111111111111111111111111111111111111101111111;279394
11111111111110111111111101111111111111110110000000000011011100111111111111111111111001111111110000111111111111111111111101111111;243464
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111111111111;581180
11111111111110111111110001111111111111110110000000000000000000011111111111111111111001111111000000000001101111111111111101111111;220685
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;423261
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111101111111;273434
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111101111111;281613
11111111111110111111111101111111111111110110000000000011011100111111111111111111111001111111110000111111111111111111111101111111;242795
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111101111111;284328
11111111111110111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;283307
11111111111110111111111111111111111111110111111111111011111111011111111000001111111001111111111111111110011111111111111111111111;265498
11111111111110111111111111111111111111110111111111111111111111111111111111111111111001111111111111111111111111111111111111111111;295214
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;417136
11111111111110111111110001111111111111110110000011111100011111111111111111111111111001111111110011001111111111111111111101111111;239999
11111111111110111111111101111111111111110110000011100111011111111111111111111111111111111111110011111111111111111111111101111111;233886
11111111111110111111111111111111111111110111110011111011111111011111111000001111111111111111111111111110011111111111111101111111;221422
11111111111110111111111101111111111111110110000011100111011111111111111111111111111001111111110011111111111111111111111101111111;232870
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;403559
11111111111110111111111111111111111111110111111111111011111111011111111000001111111111111111111111111110011111111111111111111111;284696
11111111111110111111111101111111111111110110000011111011111111011111111111111111111001111111110011111111111111111111111101111111;249934
11111111111110111111111111111111111111110111111111111111011100111111111111111111111111111111111111111111111111111111111111111111;272061
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;394912
11111111111110111111111111111111111111110111111111111111011100111111111111111111111111111111111111111111111111111111111111111111;282426
11111111111110111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;386225
11111111111110111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;499383
11111111111110111111111111111111111111110111111111111111111111111111111111111111111001111111111111111111111111111111111111111111;501784
11111111111110111111111111111111111111110111111111111111111111111111111111111111111001111111111111111111111111111111111111111111;306464
11111111111110111111111111111111111111110111110011111111111100111111111111111111111001111111111111111111111111111111111101111111;275418
11111111111110111111111111111111111111110111100011111111111111011111111111111111111001111111111111111111111111111111111111111111;260660
11111111111110111111111111111111111111110111111111111011111111111111111111111111111001111111111111111111111111111111111111111111;277288
11111111111110111111111111111111111111110111110011111111111100111111111111111111111001111111111111111111111111111111111101111111;369949
11111111111110111111111111111111111111110111111111100111011100111111111111111111111001111111111111111111111111111111111111111111;266025
11111111111110111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;425952
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111111111111;439037
11111111111110111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;569899
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;389453
11111111110110111000000000011111111111110110000000000000000000000000000000001111111001100000000000000000000111111111111101111110;189297
11111111111110111111111111111111111111110111111111111111111111111111111111111111111001111111111111111111111111111111111101111111;386313
11111111111110111111111111111111111111110111111111111011111111011111111111111111111001111111111111111111111111111111111101111111;234692
11111111111110111111111111111111111111110111100011111011111111011111111000001111111001111111111111111110001111111111111101111111;219824
11111111111110111111111111111111111111110111111111111111111100111111111111111111111111111111111111111111111111111111111101111111;292773
11111111111110111111111111111111111111110111110011100111000000011111111111111111111001111111001111111111111111111111111101111111;243450
11111111111110111111111111111111111111110111110011100111011100111111111111111111111001111111111111111111111111111111111101111111;267006
11111111111110111111111111111111111111110111111111111011111111011111111000001111111001111111111111111110011111111111111101111111;220818
11111111111110111111110011111111111111110111111111111100011111111111111111111111111001111111111111001111111111111111111111111111;267041
11111111111110111111000011111111111111110111100011111000011111011111111000001111111001111100111111001110011111111111111101111110;211445
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;395586
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111101111111;343113
11111111111110111111110001111111111111110110000011111100011111111111111111111111111001111111110011001111111111111111111101111111;249355
11111111111110111111111111111111111111110111111111111111011111111111111111111111111001111111111111111111111111111111111101111111;255199
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111101111111;344696
11111111111110111111111111111111111111110111111111100111011111111111111111111111111001111111111111111111111111111111111111111111;281327
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111101111111;231255
11111111111110111111111111111111111111110111110011100111011100111111111111111111111001111111111111111111111111111111111101111111;302740
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;299460
11111111111110111111111111111111111111110111110011100111011100111111111111111111111111111111111111111111111111111111111101111111;279913
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;380877
11111111111110111111111111111111111111110111111111111111111100111111111111111111111111111111111111111111111111111111111101111111;288906
11111111111110111111111111111111111111110111111111111011111111111111111111111111111001111111111111111111111111111111111101111111;297092
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;403548
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111101111111;351831
11111111111110111111111111111111111111110111110011111111111111111111111111111111111111111111111111111111111111111111111101111111;498294
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111101111111;375460
11111111111110111111111111111111111111110111110011111111111100111111111111111111111001111111111111111111111111111111111101111111;261700
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111101111111;269254
11111111111110111111111111111111111111110111111111111111111111111111111111111111111001111111111111111111111111111111111111111111;486582
11111111111110111111111111111111111111110111111111111011111111011111111000001111111001111111111111111110011111111111111111111110;225893
11111111111110111111111101111111111111110110000011100111011111011111111111111111111001111111110011111111101111111111111101111111;247510
11111111111110111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;670209
11111111111110111111111111111111111111110111110011111111111111111111111111111111111001111111111111111111111111111111111101111111;283444
